,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,IDList,6_Month,12_Month,24_Month,Lifetime
21394,5062407,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24094,365243,1,0,1,0,Null,1.0,"[5062407, 5062408, 5062409, 5062410, 5062411, 5062413, 5062414, 5062415, 5062416, 5062417]",0.0,0.0,0.0,0.0
21404,5062418,F,Y,Y,1,180000.0,Working,Higher education,Single / not married,House / apartment,-14226,-3059,1,0,0,0,Sales staff,2.0,"[5062418, 5062419, 5062420, 5062421]",0.0,0.0,0.0,0.0
21408,5062424,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20636,365243,1,0,0,0,Null,2.0,"[5062424, 5062425, 5062426]",0.0,0.0,0.0,0.0
21411,5062427,M,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22680,365243,1,0,0,0,Null,2.0,[5062427],0.0,0.0,0.0,0.0
21412,5062428,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2.0,"[5062428, 5062435, 5062436, 5062438, 5062439, 5062440, 5062441]",0.0,0.0,0.0,0.0
21419,5062443,F,N,Y,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-19818,-11398,1,0,0,0,Null,2.0,"[5062443, 5062444, 5062445, 5062446, 5062447, 5062448]",0.0,1.0,1.0,1.0
21425,5062451,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15541,-1477,1,0,0,0,Medicine staff,2.0,"[5062451, 5062452, 5062453, 5062454]",1.0,1.0,1.0,1.0
21429,5062456,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,1,0,Managers,2.0,"[5062456, 5062457, 5062458, 5062459, 5062460, 5062461, 5062462]",1.0,1.0,1.0,1.0
21436,5062465,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16587,-1050,1,0,1,0,Null,2.0,"[5062465, 5062466, 5062467, 5062468, 5062469]",0.0,1.0,1.0,1.0
21441,5062471,M,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18406,-1324,1,0,0,0,Drivers,3.0,[5062471],0.0,0.0,0.0,0.0
21442,5062472,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24764,365243,1,0,0,0,Null,1.0,"[5062472, 5062473, 5062474]",0.0,0.0,0.0,0.0
21445,5062475,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-15462,-2969,1,0,0,1,Medicine staff,2.0,"[5062475, 5062478, 5062479, 5062480, 5062481]",0.0,0.0,1.0,1.0
21450,5062483,F,N,Y,1,67500.0,Working,Incomplete higher,Married,House / apartment,-13094,-3454,1,0,0,0,Null,3.0,"[5062483, 5062484, 5062485]",0.0,0.0,1.0,1.0
21453,5062488,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13638,-3972,1,0,0,0,Laborers,3.0,[5062488],0.0,0.0,0.0,0.0
21454,5062489,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-2146,1,0,0,0,Security staff,2.0,[5062489],0.0,0.0,1.0,0.0
21455,5062490,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,1,0,0,0,Drivers,3.0,"[5062490, 5062491, 5062492, 5062493, 5062494, 5062495, 5062496, 5062497]",1.0,1.0,1.0,1.0
21463,5062500,M,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14829,-685,1,0,1,0,Laborers,3.0,"[5062500, 5062501]",0.0,0.0,0.0,0.0
21465,5062502,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9122,-1751,1,0,0,0,Sales staff,1.0,"[5062502, 5062503, 5062504, 5062505, 5062506, 5062507, 5062508]",1.0,1.0,1.0,1.0
21472,5062510,M,N,Y,2,184500.0,Working,Higher education,Married,House / apartment,-13911,-4703,1,0,0,1,Null,4.0,[5062510],0.0,0.0,0.0,0.0
21473,5062511,F,N,Y,2,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16066,-8507,1,0,0,0,Medicine staff,4.0,[5062511],0.0,0.0,0.0,0.0
21474,5062514,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,"[5062514, 5062515, 5062516, 5062517, 5062518, 5062519, 5062520, 5062521, 5062522, 5062523, 5062525, 5062526, 5062527, 5062528]",0.0,0.0,0.0,0.0
21488,5062531,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,"[5062531, 5062532, 5062533, 5062534, 5062535, 5062536, 5062537, 5062538, 5062539, 5062540, 5062542]",0.0,0.0,1.0,1.0
21499,5062544,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12245,-137,1,0,0,0,Null,3.0,[5062544],0.0,0.0,0.0,0.0
21500,5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12099,-2207,1,0,0,1,Null,5.0,"[5062547, 5062548, 5062550, 5062551, 5062552, 5062553, 5062554, 5062555, 5062556, 5062557, 5062558]",1.0,1.0,1.0,1.0
21511,5062560,F,N,N,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,-24376,-4369,1,0,0,0,Null,1.0,"[5062560, 5062561, 5062562, 5062563]",0.0,0.0,1.0,1.0
21515,5062564,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22620,365243,1,0,1,0,Null,2.0,"[5062564, 5062565, 5062566, 5062568, 5062569]",0.0,0.0,1.0,1.0
21520,5062573,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16477,-2997,1,0,0,0,Accountants,2.0,"[5062573, 5062574, 5062576, 5062577, 5062578, 5062582]",0.0,0.0,0.0,1.0
21526,5062583,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-21010,365243,1,0,1,1,Null,1.0,[5062583],0.0,0.0,0.0,0.0
21527,5062584,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10054,-571,1,1,1,1,Drivers,3.0,"[5062584, 5062585]",0.0,0.0,0.0,0.0
21529,5062586,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21470,365243,1,0,0,0,Null,2.0,"[5062586, 5062587]",0.0,0.0,0.0,0.0
21531,5062590,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-8972,-145,1,0,0,1,Core staff,3.0,"[5062590, 5062591, 5062592, 5062593, 5062594]",1.0,1.0,1.0,1.0
21535,5062595,F,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21559,-4254,1,0,0,0,Cooking staff,2.0,"[5062595, 5062596]",0.0,0.0,0.0,0.0
21537,5062599,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18356,-1820,1,0,0,0,High skill tech staff,2.0,"[5062599, 5062600, 5062601, 5062602, 5062604, 5062605, 5062606, 5062607, 5062608]",0.0,0.0,0.0,0.0
21546,5062609,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,"[5062609, 5062610, 5062611, 5062612, 5062613, 5062614]",1.0,1.0,1.0,0.0
21552,5062615,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-3897,1,0,0,0,Core staff,2.0,"[5062615, 5062617, 5062618, 5062619, 5062621, 5062622, 5062623]",0.0,1.0,1.0,1.0
21561,5062625,F,N,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18858,-2010,1,0,1,0,Null,2.0,"[5062625, 5062626, 5062628, 5062629, 5062630, 5062631, 5062632]",0.0,0.0,0.0,0.0
21569,5062635,M,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-15881,-4781,1,1,0,0,Laborers,2.0,"[5062635, 5062636, 5062637, 5062639, 5062640]",0.0,0.0,0.0,0.0
21575,5062645,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,1,0,0,0,Security staff,2.0,"[5062645, 5062646, 5062649]",0.0,0.0,0.0,1.0
21578,5062651,F,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12926,-1241,1,0,0,0,Null,3.0,"[5062651, 5062652, 5062653]",1.0,1.0,1.0,1.0
21581,5062654,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,"[5062654, 5062655, 5062656, 5062657, 5062658, 5062659, 5062660, 5062661, 5062662, 5062663]",0.0,0.0,0.0,0.0
21591,5062668,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,"[5062668, 5062669, 5062670, 5062671, 5062672, 5062673, 5062674]",1.0,1.0,1.0,1.0
21598,5062676,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19500,-3189,1,0,0,0,Laborers,2.0,"[5062676, 5062678]",0.0,0.0,0.0,0.0
21600,5062679,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14511,-1789,1,0,0,1,Laborers,2.0,[5062679],0.0,0.0,0.0,0.0
21601,5062680,F,N,Y,0,112500.0,Working,Higher education,Widow,House / apartment,-22372,-1402,1,0,0,0,Accountants,1.0,[5062680],0.0,0.0,0.0,0.0
21602,5062683,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2.0,"[5062683, 5062685, 5062686, 5062687, 5062688, 5062689, 5062690, 5062691]",1.0,1.0,1.0,1.0
21610,5062692,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,"[5062692, 5062693, 5062694, 5062695, 5062696, 5062697, 5062698, 5062699, 5062702, 5062704, 5062705, 5062706, 5062707, 5062708, 5062709, 5062710, 5062711, 5062712, 5062713, 5062714]",1.0,1.0,1.0,1.0
21632,5062717,F,Y,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-2102,1,0,0,0,Null,3.0,"[5062717, 5062719, 5062720, 5062721]",0.0,0.0,0.0,0.0
21636,5062723,M,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-16977,-92,1,0,0,0,Managers,2.0,"[5062723, 5062726, 5062727]",1.0,1.0,1.0,1.0
21640,5062734,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9815,-1341,1,0,0,0,Laborers,1.0,"[5062734, 5062735, 5062736, 5062737, 5062738]",0.0,1.0,1.0,0.0
21645,5062739,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15035,-1128,1,0,1,0,Cleaning staff,2.0,"[5062739, 5062740, 5062741, 5062743, 5062744, 5062745]",0.0,0.0,1.0,0.0
21653,5062747,F,N,Y,1,157500.0,Working,Higher education,Single / not married,House / apartment,-16106,-549,1,0,1,0,High skill tech staff,2.0,[5062747],0.0,0.0,1.0,0.0
21654,5062748,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,-13387,-2467,1,0,0,0,Null,3.0,"[5062748, 5062749, 5062750, 5062751]",0.0,0.0,1.0,0.0
21659,5062754,F,N,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11431,-306,1,0,0,0,Core staff,1.0,"[5062754, 5062755, 5062756]",0.0,1.0,1.0,1.0
21664,5065313,F,N,Y,1,157500.0,State servant,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,3.0,"[5065313, 5065314, 5065315, 5065316]",0.0,1.0,1.0,1.0
21668,5065320,M,Y,Y,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-12520,-1570,1,0,0,0,Drivers,4.0,[5065320],0.0,0.0,0.0,0.0
21669,5065321,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-13415,-2147,1,0,0,0,Laborers,1.0,[5065321],0.0,0.0,0.0,0.0
21670,5065322,F,N,Y,1,171000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-17597,365243,1,0,0,0,Null,3.0,"[5065322, 5065323]",0.0,1.0,1.0,0.0
21672,5065329,M,N,Y,0,103500.0,Working,Secondary / secondary special,Separated,House / apartment,-19632,-2208,1,1,0,0,Drivers,1.0,"[5065329, 5065333]",1.0,1.0,1.0,1.0
21674,5065334,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,-9766,-1935,1,0,1,0,Sales staff,2.0,"[5065334, 5065335]",0.0,0.0,1.0,0.0
21676,5065336,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18613,-3883,1,0,0,0,Laborers,3.0,"[5065336, 5065337, 5065338, 5065339]",0.0,0.0,0.0,1.0
21680,5065341,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22481,365243,1,0,1,0,Null,2.0,"[5065341, 5065342, 5065343, 5065344, 5065345, 5065346]",0.0,0.0,1.0,0.0
21686,5065348,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-15160,-3974,1,0,0,0,High skill tech staff,2.0,"[5065348, 5065349]",0.0,1.0,1.0,1.0
21688,5065350,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14671,-2027,1,0,0,0,Managers,1.0,"[5065350, 5065351, 5065352]",0.0,0.0,0.0,0.0
21691,5065354,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21199,-5069,1,0,0,1,Managers,2.0,"[5065354, 5065355, 5065356, 5065357]",0.0,0.0,0.0,0.0
21695,5065358,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512,-1782,1,0,1,0,Core staff,2.0,"[5065358, 5065359, 5065360, 5065361, 5065362, 5065363, 5065364, 5065365, 5065366, 5065367, 5065368, 5065369, 5065370, 5065371]",0.0,1.0,1.0,1.0
21711,5065372,F,N,Y,1,99000.0,Working,Higher education,Married,House / apartment,-16721,-8875,1,1,1,0,Core staff,3.0,"[5065372, 5065373, 5065374, 5065375]",1.0,1.0,1.0,0.0
21716,5065376,F,N,Y,0,215550.0,Working,Higher education,Married,House / apartment,-10429,-931,1,0,1,0,High skill tech staff,2.0,"[5065376, 5065377]",1.0,1.0,1.0,1.0
21719,5065379,F,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-16679,-443,1,0,0,0,Null,2.0,"[5065379, 5065380, 5065381]",0.0,0.0,0.0,0.0
21722,5065383,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16140,-900,1,0,0,0,Drivers,2.0,"[5065383, 5065384, 5065385, 5065387, 5065389, 5065390, 5065391, 5065392]",1.0,1.0,1.0,1.0
21730,5065395,M,Y,N,0,396000.0,Commercial associate,Higher education,Married,House / apartment,-12574,-2453,1,1,1,0,Managers,2.0,[5065395],0.0,0.0,0.0,0.0
21731,5065396,M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23575,365243,1,0,1,0,Null,1.0,[5065396],0.0,0.0,0.0,0.0
21732,5065397,M,Y,Y,0,360000.0,Pensioner,Higher education,Single / not married,House / apartment,-22666,365243,1,0,1,0,Null,1.0,[5065397],0.0,0.0,0.0,0.0
21733,5065398,F,Y,Y,0,157500.0,Pensioner,Higher education,Separated,House / apartment,-23241,365243,1,0,0,0,Null,1.0,"[5065398, 5065399, 5065400]",1.0,1.0,1.0,0.0
21736,5065402,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12589,-4096,1,0,1,0,Laborers,4.0,"[5065402, 5065403, 5065404, 5065405, 5065406]",1.0,1.0,1.0,0.0
21742,5065407,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15491,-1539,1,0,0,0,Null,3.0,"[5065407, 5065408]",0.0,1.0,1.0,0.0
21744,5065411,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20851,365243,1,0,0,0,Null,1.0,"[5065411, 5065412, 5065413]",0.0,0.0,0.0,0.0
21747,5065414,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17624,-686,1,1,1,0,Drivers,4.0,"[5065414, 5065415, 5065416]",0.0,0.0,0.0,0.0
21750,5065418,F,N,Y,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-15925,-3335,1,1,1,0,Sales staff,2.0,"[5065418, 5065419, 5065420, 5065421, 5065422, 5065423]",1.0,1.0,1.0,1.0
21756,5065424,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23510,-1144,1,0,1,0,Security staff,2.0,"[5065424, 5065425, 5065426, 5065427, 5065428]",0.0,0.0,1.0,0.0
21761,5065429,F,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14608,-870,1,0,0,0,Sales staff,1.0,[5065429],0.0,0.0,0.0,0.0
21762,5065430,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17543,-474,1,0,0,0,Cleaning staff,1.0,"[5065430, 5065432, 5065435]",1.0,1.0,1.0,0.0
21765,5065436,F,Y,N,2,270000.0,Working,Secondary / secondary special,Married,With parents,-13258,-2300,1,0,0,0,Managers,4.0,"[5065436, 5065437, 5065438, 5065439, 5065441, 5065442, 5065443, 5065444]",1.0,1.0,1.0,0.0
21774,5065446,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-17287,-4826,1,1,1,0,Cooking staff,1.0,"[5065446, 5065447]",0.0,0.0,0.0,0.0
21777,5065451,M,N,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17146,-5680,1,0,1,0,Laborers,2.0,"[5065451, 5065452, 5065454]",0.0,0.0,0.0,0.0
21780,5065456,F,Y,Y,1,180000.0,Working,Higher education,Civil marriage,With parents,-13435,-1297,1,0,0,0,Null,3.0,"[5065456, 5065457, 5065460, 5065461]",1.0,1.0,1.0,0.0
21784,5065462,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19004,-1570,1,0,0,0,Null,2.0,[5065462],1.0,1.0,1.0,1.0
21786,5065465,M,N,Y,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-16253,-1601,1,1,1,0,Null,2.0,[5065465],0.0,0.0,0.0,0.0
21787,5065471,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9582,-747,1,0,0,0,Sales staff,3.0,"[5065471, 5065472, 5065473, 5065474, 5065475]",0.0,1.0,1.0,0.0
21792,5065477,M,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-13574,-109,1,0,0,0,Laborers,3.0,"[5065477, 5065478, 5065479, 5065480]",0.0,0.0,0.0,0.0
21796,5065484,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-20196,-2697,1,0,0,0,Drivers,1.0,"[5065484, 5065485]",0.0,0.0,0.0,0.0
21798,5065486,F,N,N,2,189000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-10100,-596,1,0,0,0,Null,3.0,"[5065486, 5065487, 5065488]",0.0,1.0,1.0,0.0
21801,5065489,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12438,-747,1,1,1,0,Medicine staff,2.0,"[5065489, 5065490, 5065491, 5065492, 5065493]",0.0,0.0,1.0,0.0
21806,5065494,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-19332,-1813,1,0,0,0,Medicine staff,1.0,[5065494],0.0,0.0,0.0,0.0
21807,5065496,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18458,-6014,1,0,1,0,Accountants,2.0,"[5065496, 5065497, 5065498, 5065499]",1.0,1.0,1.0,1.0
21812,5065500,F,Y,N,1,135000.0,Working,Higher education,Married,Municipal apartment,-12523,-2482,1,0,0,0,Managers,3.0,"[5065500, 5065501, 5065502, 5065503, 5065504, 5065505, 5065506, 5065507, 5065508, 5065510]",0.0,0.0,0.0,0.0
21822,5065513,F,N,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-19653,-5953,1,0,0,0,Null,2.0,"[5065513, 5065515]",0.0,0.0,0.0,0.0
21824,5065516,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16466,-3792,1,0,0,0,Laborers,2.0,[5065516],0.0,0.0,0.0,0.0
21825,5065517,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,-9510,-2878,1,0,0,0,Laborers,3.0,"[5065517, 5065518, 5065519, 5065520]",0.0,1.0,1.0,1.0
21830,5065521,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-11472,-596,1,0,0,0,Null,2.0,"[5065521, 5065526]",0.0,0.0,0.0,0.0
21833,5065528,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11757,-778,1,0,0,0,Laborers,2.0,[5065528],0.0,0.0,0.0,0.0
21834,5065532,M,N,Y,2,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12995,-1509,1,0,0,0,Managers,4.0,"[5065532, 5065533, 5065534, 5065535, 5065536, 5065537, 5065538, 5065539, 5065540, 5065541]",1.0,1.0,1.0,0.0
21844,5065542,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17401,-1144,1,0,1,0,Null,2.0,"[5065542, 5065544, 5065548]",0.0,1.0,1.0,1.0
21849,5065549,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-20871,365243,1,0,0,0,Null,1.0,"[5065549, 5065550, 5065551]",1.0,1.0,1.0,0.0
21852,5065553,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24687,365243,1,0,1,0,Null,1.0,"[5065553, 5065554, 5065556, 5065558, 5065559]",0.0,1.0,1.0,0.0
21857,5065560,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-11332,-566,1,0,0,0,Sales staff,2.0,"[5065560, 5065561, 5065562, 5065563]",1.0,1.0,1.0,0.0
21861,5065566,F,N,N,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-13719,-17,1,0,0,0,Sales staff,2.0,"[5065566, 5065567, 5065568]",0.0,1.0,1.0,0.0
21865,5065569,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13326,-3700,1,0,0,0,Laborers,3.0,[5065569],0.0,0.0,0.0,0.0
21866,5065570,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18218,-1539,1,0,0,0,Drivers,2.0,"[5065570, 5065571, 5065572]",0.0,0.0,1.0,0.0
21869,5065573,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-11147,-262,1,0,0,0,Cleaning staff,4.0,"[5065573, 5065574, 5065575, 5065576, 5065577, 5065578, 5065579, 5065580, 5065581]",1.0,1.0,1.0,0.0
21878,5065583,F,Y,N,1,90000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-13891,-7080,1,1,1,0,Medicine staff,3.0,"[5065583, 5065585, 5065586, 5065587, 5065588, 5065589, 5065590, 5065591, 5065592, 5065593, 5065594]",0.0,0.0,1.0,1.0
21889,5065597,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20522,365243,1,0,1,0,Null,1.0,"[5065597, 5065598, 5065599]",0.0,0.0,0.0,0.0
21892,5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20867,-1266,1,0,1,0,Laborers,2.0,"[5065601, 5065602, 5065603]",0.0,0.0,0.0,0.0
